0:00:00,76,67
0:00:06,76,67
0:00:19,76,67
0:01:02,72,67
0:01:08,76,67
0:01:21,79,67
0:02:17,72,67
0:03:12,67,67
0:03:25,64,67
0:03:29,69,67
0:04:23,71,67
0:06:06,70,67
0:06:12,69,67
0:06:25,67,67
0:07:04,76,67
0:07:12,79,67
0:07:21,81,67
0:08:04,77,67
0:08:10,79,67
0:08:23,76,67
0:09:06,72,67
0:09:12,74,67
0:09:19,71,67
0:10:08,72,67
0:10:27,67,67
0:11:17,64,67
0:12:06,69,67
0:12:19,71,67
0:13:02,70,67
0:13:08,69,67
0:13:21,67,67
0:14:00,76,67
0:14:08,79,67
0:14:17,81,67
0:15:00,77,67
0:15:06,79,67
0:15:19,76,67
0:16:02,72,67
0:16:08,74,67
0:16:15,71,67
0:17:17,79,67
0:17:23,78,67
0:18:00,77,67
0:18:06,75,67
0:18:19,76,67
0:19:02,68,67
0:19:08,69,67
0:19:15,72,67
0:19:27,69,67
0:20:04,72,67
0:20:10,74,67
0:21:00,79,67
0:21:06,78,67
0:21:12,77,67
0:21:19,75,67
0:22:02,76,67
0:22:15,84,67
0:22:27,84,67
0:23:04,84,67
0:24:12,79,67
0:24:19,78,67
0:24:25,77,67
0:25:02,75,67
0:25:15,76,67
0:25:27,68,67
0:26:04,69,67
0:26:10,72,67
0:26:23,69,67
0:27:00,72,67
0:27:06,74,67
0:27:25,75,67
0:28:15,74,67
0:29:04,72,67
0:31:08,79,67
0:31:15,78,67
0:31:21,77,67
0:31:27,75,67
0:32:10,76,67
0:32:23,68,67
0:33:00,69,67
0:33:06,72,67
0:33:19,69,67
0:33:25,72,67
0:34:02,74,67
0:34:21,79,67
0:34:27,78,67
0:35:04,77,67
0:35:10,75,67
0:35:23,76,67
0:36:06,84,67
0:36:19,84,67
0:36:25,84,67
0:38:04,79,67
0:38:10,78,67
0:38:17,77,67
0:38:23,75,67
0:39:06,76,67
0:39:19,68,67
0:39:25,69,67
0:40:02,72,67
0:40:15,69,67
0:40:21,72,67
0:40:27,74,67
0:41:17,75,67
0:42:06,74,67
0:42:25,72,67
0:44:17,72,67
0:44:23,72,67
0:45:06,72,67
0:45:19,72,67
0:45:25,74,67
0:46:08,76,67
0:46:15,72,67
0:46:27,69,67
0:47:04,67,67
0:48:00,72,67
0:48:06,72,67
0:48:19,72,67
0:49:02,72,67
0:49:08,74,67
0:49:15,76,67
0:51:12,72,67
0:51:19,72,67
0:52:02,72,67
0:52:15,72,67
0:52:21,74,67
0:53:04,76,67
0:53:10,72,67
0:53:23,69,67
0:54:00,67,67
0:54:25,76,67
0:55:02,76,67
0:55:15,76,67
0:55:27,72,67
0:56:04,76,67
0:56:17,79,67
0:58:08,72,67
0:58:27,67,67
0:59:17,64,67
1:00:06,69,67
1:00:19,71,67
1:01:02,70,67
1:01:08,69,67
1:01:21,67,67
1:02:00,76,67
1:02:08,79,67
1:02:17,81,67
1:03:00,77,67
1:03:06,79,67
1:03:19,76,67
1:04:02,72,67
1:04:08,74,67
1:04:15,71,67
